Region,Country,Date,Elevation (m),Wind (Beaufort),Temperature (°C),Precipitation (mm),Daily Snow Depth (cm),Monthly Snow Depth (cm),Mean Snow Depth (cm),Max Snow Depth (cm),Days where AVG Temp < 0C
Adelboden,Switzerland,2015-01-23,,,,,,125,20.0,48,29
Adelboden,Switzerland,2015-02-19,,,,,,83,39.8571428571429,61,28
Adelboden,Switzerland,2015-03-21,,,,,,58,18.6774193548387,58,24
Adelboden,Switzerland,2015-04-20,,,,,,36,1.8,17,7
Adelboden,Switzerland,2015-05-11,,,,,,31,1.41935483870968,22,4
Adelboden,Switzerland,2015-10-18,,,,,,7,0.354838709677419,9,3
Adelboden,Switzerland,2015-11-29,,,,,,85,10.8333333333333,51,10
Adelboden,Switzerland,2015-12-17,,,,,,0,4.32258064516129,22,16
Adelboden,Switzerland,2016-01-24,,,,,,98,19.9032258064516,48,29
Adelboden,Switzerland,2016-02-01,,,,,,137,19.3448275862069,38,27
Adelboden,Switzerland,2016-03-05,,,,,,83,16.2258064516129,37,25
Adelboden,Switzerland,2016-04-18,,,,,,82,3.36666666666667,32,9
Adelboden,Switzerland,2016-05-19,,,,,,43,2.25806451612903,28,6
Adelboden,Switzerland,2016-10-27,,,,,,2,0.0645161290322581,2,1
Adelboden,Switzerland,2016-11-16,,,,,,65,6.2,34,13
Adelboden,Switzerland,2016-12-12,,,,,,2,0.0645161290322581,2,1
Adelboden,Switzerland,2017-01-06,,,,,,95,25.9032258064516,45,29
Adelboden,Switzerland,2017-02-20,,,,,,70,27.9642857142857,48,28
Adelboden,Switzerland,2017-03-08,,,,,,67,5.2258064516129,38,11
Adelboden,Switzerland,2017-04-06,,,,,,35,1.7,23,6
Adelboden,Switzerland,2017-05-25,,,,,,6,0.193548387096774,4,2
Adelboden,Switzerland,2017-10-11,,,,,,2,0.0645161290322581,2,1
Adelboden,Switzerland,2017-11-06,,,,,,94,10.6666666666667,35,23
Adelboden,Switzerland,2017-12-08,,,,,,140,27.9677419354839,47,31
Adelboden,Switzerland,2018-01-28,,,,,,60,12.4516129032258,37,31
Adelboden,Switzerland,2018-02-11,,,,,,47,14.3214285714286,31,28
Adelboden,Switzerland,2018-03-20,,,,,,60,7.45161290322581,18,24
Adelboden,Switzerland,2018-04-17,,,,,,16,1.06666666666667,21,3
Adelboden,Switzerland,2018-05-08,,,,,,0,0.0,0,0
Adelboden,Switzerland,2018-10-10,,,,,,3,0.0967741935483871,3,1
Adelboden,Switzerland,2018-11-18,,,,,,13,0.9,11,5
Adelboden,Switzerland,2018-12-04,,,,,,83,14.0967741935484,44,23
Adelboden,Switzerland,2019-01-22,,,,,,138,34.2903225806452,66,31
Adelboden,Switzerland,2019-02-14,,,,,,82,60.1071428571429,86,28
Adelboden,Switzerland,2019-03-19,,,,,,71,19.5806451612903,42,24
Adelboden,Switzerland,2019-04-10,,,,,,51,2.53333333333333,30,8
Adelboden,Switzerland,2019-05-28,,,,,,21,0.806451612903226,15,2
Alp_Grum,Switzerland,2015-01-08,,,,,,92,40.5483870967742,80,31
Alp_Grum,Switzerland,2015-02-17,,,,,,63,74.9642857142857,95,28
Alp_Grum,Switzerland,2015-03-05,,,,,,36,51.8387096774194,85,31
Alp_Grum,Switzerland,2015-04-25,,,,,,13,3.83333333333333,15,14
Alp_Grum,Switzerland,2015-05-17,,,,,,40,2.90322580645161,35,5
Alp_Grum,Switzerland,2015-11-20,,,,,,0,0.0,0,0
Alp_Grum,Switzerland,2015-12-25,,,,,,0,0.0,0,0
Alp_Grum,Switzerland,2016-01-28,,,,,,101,36.8709677419355,70,30
Alp_Grum,Switzerland,2016-02-23,,,,,,172,74.6551724137931,120,29
Alp_Grum,Switzerland,2016-03-16,,,,,,60,67.0967741935484,110,31
Alp_Grum,Switzerland,2016-04-27,,,,,,45,18.1666666666667,35,23
Alp_Grum,Switzerland,2016-11-01,,,,,,76,24.3,50,26
Alp_Grum,Switzerland,2016-12-07,,,,,,0,11.0,20,31
Alp_Grum,Switzerland,2017-01-18,,,,,,12,5.54838709677419,12,26
Alp_Grum,Switzerland,2017-02-16,,,,,,93,32.1428571428572,58,27
Alp_Grum,Switzerland,2017-03-03,,,,,,63,42.2258064516129,88,27
Alp_Grum,Switzerland,2017-04-23,,,,,,45,5.5,45,5
Alp_Grum,Switzerland,2017-05-01,,,,,,65,6.93548387096774,40,9
Alp_Grum,Switzerland,2017-10-10,,,,,,10,0.483870967741936,10,2
Alp_Grum,Switzerland,2017-11-04,,,,,,20,1.73333333333333,10,8
Alp_Grum,Switzerland,2017-12-27,,,,,,135,36.0,110,25
Alp_Grum,Switzerland,2018-01-08,,,,,,69,102.354838709677,113,31
Alp_Grum,Switzerland,2018-02-28,,,,,,39,81.8571428571429,90,28
Alp_Grum,Switzerland,2018-03-04,,,,,,64,85.9677419354839,105,31
Alp_Grum,Switzerland,2018-04-09,,,,,,59,111.333333333333,143,30
Alp_Grum,Switzerland,2018-05-28,,,,,,0,3.2258064516129,30,5
Alp_Grum,Switzerland,2018-10-08,,,,,,23,1.74193548387097,16,4
Alp_Grum,Switzerland,2018-11-14,,,,,,48,9.43333333333333,40,12
Alp_Grum,Switzerland,2018-12-01,,,,,,22,15.7096774193548,22,31
Alp_Grum,Switzerland,2019-01-20,,,,,,15,17.7741935483871,25,31
Alp_Grum,Switzerland,2019-02-26,,,,,,98,60.7857142857143,116,28
Alp_Grum,Switzerland,2019-03-30,,,,,,68,23.9677419354839,50,25
Alp_Grum,Switzerland,2019-04-22,,,,,,127,48.8333333333333,120,22
Alp_Grum,Switzerland,2019-05-05,,,,,,40,8.54838709677419,20,20
Andermatt,Switzerland,2015-01-25,,,,,,121,33.6774193548387,68,31
Andermatt,Switzerland,2015-02-10,,,,,,82,73.5714285714286,92,28
Andermatt,Switzerland,2015-03-24,,,,,,52,68.9354838709678,90,31
Andermatt,Switzerland,2015-04-21,,,,,,63,30.7666666666667,92,21
Andermatt,Switzerland,2015-05-27,,,,,,27,1.25806451612903,22,4
Andermatt,Switzerland,2015-10-29,,,,,,4,0.161290322580645,3,3
Andermatt,Switzerland,2015-11-14,,,,,,60,8.06666666666667,33,10
Andermatt,Switzerland,2015-12-10,,,,,,2,20.8387096774194,26,31
Andermatt,Switzerland,2016-01-12,,,,,,85,44.0967741935484,58,31
Andermatt,Switzerland,2016-02-14,,,,,,120,82.8275862068966,104,29
Andermatt,Switzerland,2016-03-30,,,,,,89,104.903225806452,142,31
Andermatt,Switzerland,2016-04-14,,,,,,72,19.0333333333333,63,21
Andermatt,Switzerland,2016-05-23,,,,,,13,0.774193548387097,10,4
Andermatt,Switzerland,2016-10-19,,,,,,0,0.0,0,0
Andermatt,Switzerland,2016-11-26,,,,,,68,9.9,44,16
Andermatt,Switzerland,2016-12-29,,,,,,3,0.161290322580645,2,3
Andermatt,Switzerland,2017-01-21,,,,,,128,38.5483870967742,69,29
Andermatt,Switzerland,2017-02-22,,,,,,51,46.6071428571429,59,28
Andermatt,Switzerland,2017-03-22,,,,,,145,64.3870967741936,100,31
Andermatt,Switzerland,2017-04-14,,,,,,62,8.16666666666667,41,16
Andermatt,Switzerland,2017-05-03,,,,,,18,1.35483870967742,20,5
Andermatt,Switzerland,2017-10-08,,,,,,9,0.419354838709677,6,3
Andermatt,Switzerland,2017-11-29,,,,,,93,20.2,37,25
Andermatt,Switzerland,2017-12-22,,,,,,169,66.4193548387097,110,31
Andermatt,Switzerland,2018-01-27,,,,,,183,112.322580645161,178,31
Andermatt,Switzerland,2018-02-21,,,,,,56,139.285714285714,156,28
Andermatt,Switzerland,2018-03-13,,,,,,139,134.451612903226,168,31
Andermatt,Switzerland,2018-04-10,,,,,,28,78.5666666666667,180,26
Andermatt,Switzerland,2018-05-03,,,,,,0,0.0,0,0
Andermatt,Switzerland,2018-10-20,,,,,,45,2.83870967741936,43,4
Andermatt,Switzerland,2018-11-23,,,,,,13,1.5,9,12
Andermatt,Switzerland,2018-12-17,,,,,,91,25.3870967741936,45,28
Andermatt,Switzerland,2019-01-14,,,,,,201,92.6451612903226,138,31
Andermatt,Switzerland,2019-02-22,,,,,,53,113.5,130,28
Andermatt,Switzerland,2019-03-19,,,,,,98,108.032258064516,148,31
Andermatt,Switzerland,2019-04-04,,,,,,162,82.9666666666667,175,30
Andermatt,Switzerland,2019-05-10,,,,,,6,3.06451612903226,28,7
Arolla,Switzerland,2015-01-05,,,,,,74,44.2903225806452,79,31
Arolla,Switzerland,2015-02-20,,,,,,48,70.2857142857143,89,28
Arolla,Switzerland,2015-03-02,,,,,,76,65.4516129032258,93,31
Arolla,Switzerland,2015-04-12,,,,,,29,33.0,81,22
Arolla,Switzerland,2015-10-26,,,,,,15,0.967741935483871,15,3
Arolla,Switzerland,2015-11-27,,,,,,55,10.8333333333333,44,10
Arolla,Switzerland,2015-12-06,,,,,,6,20.5483870967742,30,31
Arolla,Switzerland,2016-01-04,,,,,,120,63.9032258064516,98,31
Arolla,Switzerland,2016-02-06,,,,,,147,106.206896551724,123,29
Arolla,Switzerland,2016-03-04,,,,,,36,104.290322580645,125,31
Arolla,Switzerland,2016-04-01,,,,,,31,18.8333333333333,68,17
Arolla,Switzerland,2016-05-24,,,,,,62,2.64516129032258,20,7
Arolla,Switzerland,2016-10-19,,,,,,6,0.225806451612903,3,3
Arolla,Switzerland,2016-11-24,,,,,,96,19.8,69,18
Arolla,Switzerland,2016-12-24,,,,,,2,0.0645161290322581,1,2
Arolla,Switzerland,2017-01-11,,,,,,53,17.1612903225806,42,28
Arolla,Switzerland,2017-02-24,,,,,,45,31.1785714285714,49,28
Arolla,Switzerland,2017-03-04,,,,,,62,29.0322580645161,65,30
Arolla,Switzerland,2017-04-17,,,,,,38,2.13333333333333,23,7
Arolla,Switzerland,2017-05-11,,,,,,22,1.51612903225806,19,6
Arolla,Switzerland,2017-10-09,,,,,,4,0.129032258064516,4,1
Arolla,Switzerland,2017-11-18,,,,,,64,19.2333333333333,34,25
Arolla,Switzerland,2017-12-10,,,,,,119,54.0967741935484,86,31
Arolla,Switzerland,2018-01-14,,,,,,223,137.322580645161,195,31
Arolla,Switzerland,2018-02-23,,,,,,46,159.785714285714,174,28
Arolla,Switzerland,2018-03-25,,,,,,78,164.709677419355,175,31
Arolla,Switzerland,2018-04-11,,,,,,13,112.733333333333,174,30
Arolla,Switzerland,2018-05-16,,,,,,12,1.35483870967742,17,5
Arolla,Switzerland,2018-10-24,,,,,,37,2.32258064516129,24,4
Arolla,Switzerland,2018-11-03,,,,,,28,4.83333333333333,26,14
Arolla,Switzerland,2018-12-28,,,,,,99,37.5483870967742,60,31
Arolla,Switzerland,2019-01-02,,,,,,79,72.8709677419355,100,31
Arolla,Switzerland,2019-02-09,,,,,,35,85.4285714285714,102,28
Arolla,Switzerland,2019-03-24,,,,,,76,71.4516129032258,115,31
Arolla,Switzerland,2019-04-02,,,,,,80,26.8,75,24
Arolla,Switzerland,2019-05-05,,,,,,6,0.32258064516129,4,5
Arosa,Switzerland,2015-01-25,,,,,,136,47.6129032258065,82,31
Arosa,Switzerland,2015-02-06,,,,,,69,69.7142857142857,90,28
Arosa,Switzerland,2015-03-10,,,,,,88,75.8387096774194,107,31
Arosa,Switzerland,2015-04-19,,,,,,73,41.3,95,24
Arosa,Switzerland,2015-05-14,,,,,,26,1.70967741935484,19,6
Arosa,Switzerland,2015-10-14,,,,,,44,3.90322580645161,20,12
Arosa,Switzerland,2015-11-18,,,,,,34,4.7,22,10
Arosa,Switzerland,2015-12-15,,,,,,5,7.45161290322581,12,31
Arosa,Switzerland,2016-01-27,,,,,,137,38.1935483870968,65,31
Arosa,Switzerland,2016-02-10,,,,,,138,76.2413793103448,88,29
Arosa,Switzerland,2016-03-11,,,,,,125,97.3548387096774,128,31
Arosa,Switzerland,2016-04-14,,,,,,101,26.1666666666667,71,24
Arosa,Switzerland,2016-05-05,,,,,,31,1.25806451612903,15,7
Arosa,Switzerland,2016-06-25,,,,,,6,0.2,6,1
Arosa,Switzerland,2016-07-25,,,,,,2,0.0645161290322581,2,1
Arosa,Switzerland,2016-08-23,,,,,,0,0.0,0,0
Arosa,Switzerland,2016-09-06,,,,,,0,0.0,0,0
Arosa,Switzerland,2016-10-19,,,,,,4,0.129032258064516,3,2
Arosa,Switzerland,2016-11-25,,,,,,77,9.7,38,22
Arosa,Switzerland,2016-12-30,,,,,,10,0.903225806451613,6,7
Arosa,Switzerland,2017-01-01,,,,,,114,32.0645161290323,49,29
Arosa,Switzerland,2017-02-01,,,,,,82,59.4285714285714,70,28
Arosa,Switzerland,2017-03-20,,,,,,113,70.3870967741936,100,31
Arosa,Switzerland,2017-04-15,,,,,,95,13.3333333333333,36,25
Arosa,Switzerland,2017-05-09,,,,,,31,1.54838709677419,21,4
Arosa,Switzerland,2017-06-01,,,,,,0,0.0,0,0
Arosa,Switzerland,2017-07-11,,,,,,0,0.0,0,0
Arosa,Switzerland,2017-08-27,,,,,,0,0.0,0,0
Arosa,Switzerland,2017-09-20,,,,,,19,0.666666666666667,6,6
Arosa,Switzerland,2017-10-24,,,,,,19,1.03225806451613,16,5
Arosa,Switzerland,2017-11-24,,,,,,112,19.6333333333333,40,25
Arosa,Switzerland,2017-12-16,,,,,,178,57.4193548387097,85,31
Arosa,Switzerland,2018-01-03,,,,,,286,118.258064516129,179,31
Arosa,Switzerland,2018-02-02,,,,,,67,132.5,150,28
Arosa,Switzerland,2018-03-17,,,,,,157,134.290322580645,156,31
Arosa,Switzerland,2018-04-25,,,,,,32,90.8,161,30
Arosa,Switzerland,2018-05-05,,,,,,3,0.709677419354839,10,4
Arosa,Switzerland,2018-10-15,,,,,,80,5.2258064516129,72,6
Arosa,Switzerland,2018-11-27,,,,,,18,4.56666666666667,18,15
Arosa,Switzerland,2018-12-14,,,,,,190,44.9354838709677,80,31
Arosa,Switzerland,2019-01-28,,,,,,319,137.225806451613,205,31
Arosa,Switzerland,2019-02-09,,,,,,110,150.857142857143,177,28
Arosa,Switzerland,2019-03-17,,,,,,167,146.838709677419,187,31
Arosa,Switzerland,2019-04-23,,,,,,101,120.4,159,30
Arosa,Switzerland,2019-05-25,,,,,,79,75.6129032258065,105,31
Bellinzona,Switzerland,2015-01-07,,,,,,6,0.225806451612903,5,3
Bellinzona,Switzerland,2015-02-06,,,,,,23,1.0,12,4
Bellinzona,Switzerland,2015-03-26,,,,,,0,0.0,0,0
Bellinzona,Switzerland,2015-04-20,,,,,,0,0.0,0,0
Bellinzona,Switzerland,2015-05-02,,,,,,0,0.0,0,0
Bellinzona,Switzerland,2015-10-02,,,,,,0,0.0,0,0
Bellinzona,Switzerland,2015-11-15,,,,,,0,0.0,0,0
Bellinzona,Switzerland,2015-12-15,,,,,,0,0.0,0,0
Bellinzona,Switzerland,2016-01-11,,,,,,0,0.0,0,0
Bellinzona,Switzerland,2016-02-01,,,,,,0,0.0,0,0
Bellinzona,Switzerland,2016-03-21,,,,,,19,0.903225806451613,19,4
Bellinzona,Switzerland,2016-04-27,,,,,,0,0.0,0,0
Bellinzona,Switzerland,2016-05-25,,,,,,0,0.0,0,0
Bellinzona,Switzerland,2016-10-08,,,,,,0,0.0,0,0
Bellinzona,Switzerland,2016-11-06,,,,,,0,0.0,0,0
Bellinzona,Switzerland,2016-12-25,,,,,,0,0.0,0,0
Bellinzona,Switzerland,2017-01-05,,,,,,1,0.032258064516129,1,1
Bellinzona,Switzerland,2017-02-13,,,,,,0,0.0,0,0
Bellinzona,Switzerland,2017-03-16,,,,,,0,0.0,0,0
Bellinzona,Switzerland,2017-04-13,,,,,,0,0.0,0,0
Bellinzona,Switzerland,2017-05-22,,,,,,0,0.0,0,0
Bellinzona,Switzerland,2017-10-10,,,,,,0,0.0,0,0
Bellinzona,Switzerland,2017-11-12,,,,,,0,0.0,0,0
Bellinzona,Switzerland,2017-12-09,,,,,,28,8.74193548387097,25,21
Bellinzona,Switzerland,2018-01-20,,,,,,0,0.32258064516129,6,3
Bellinzona,Switzerland,2018-02-26,,,,,,0,0.0,0,0
Bellinzona,Switzerland,2018-03-23,,,,,,5,0.161290322580645,5,1
Bellinzona,Switzerland,2018-04-29,,,,,,0,0.0,0,0
Bellinzona,Switzerland,2018-05-11,,,,,,0,0.0,0,0
Bellinzona,Switzerland,2018-10-15,,,,,,0,0.0,0,0
Bellinzona,Switzerland,2018-11-11,,,,,,0,0.0,0,0
Bellinzona,Switzerland,2018-12-27,,,,,,1,0.032258064516129,1,1
Bellinzona,Switzerland,2019-01-21,,,,,,0,0.0,0,0
Bellinzona,Switzerland,2019-02-11,,,,,,11,0.785714285714286,11,4
Bellinzona,Switzerland,2019-03-14,,,,,,0,0.0,0,0
Bellinzona,Switzerland,2019-04-19,,,,,,0,0.0,0,0
Bellinzona,Switzerland,2019-05-12,,,,,,0,0.0,0,0
Bergun,Switzerland,2015-01-05,,,,,,48,14.3870967741935,30,31
Bergun,Switzerland,2015-02-25,,,,,,28,24.25,29,28
Bergun,Switzerland,2015-03-04,,,,,,12,8.7741935483871,27,20
Bergun,Switzerland,2015-04-09,,,,,,13,0.433333333333333,5,5
Bergun,Switzerland,2015-05-25,,,,,,2,0.0645161290322581,2,1
Bergun,Switzerland,2015-10-23,,,,,,10,0.32258064516129,5,3
Bergun,Switzerland,2015-11-25,,,,,,9,0.333333333333333,3,5
Bergun,Switzerland,2015-12-28,,,,,,2,0.0967741935483871,2,2
Bergun,Switzerland,2016-01-05,,,,,,49,12.3548387096774,20,29
Bergun,Switzerland,2016-02-25,,,,,,73,25.6206896551724,40,29
Bergun,Switzerland,2016-03-26,,,,,,61,25.2258064516129,58,29
Bergun,Switzerland,2016-04-24,,,,,,25,0.833333333333333,10,5
Bergun,Switzerland,2016-05-26,,,,,,0,0.0,0,0
Bergun,Switzerland,2016-10-29,,,,,,0,0.0,0,0
Bergun,Switzerland,2016-11-30,,,,,,27,4.2,15,12
Bergun,Switzerland,2016-12-03,,,,,,0,0.0,0,0
Bergun,Switzerland,2017-01-24,,,,,,52,16.8387096774194,27,29
Bergun,Switzerland,2017-02-22,,,,,,34,23.1785714285714,37,28
Bergun,Switzerland,2017-03-07,,,,,,20,8.41935483870968,21,18
Bergun,Switzerland,2017-04-11,,,,,,33,1.53333333333333,20,7
Bergun,Switzerland,2017-05-06,,,,,,2,0.0645161290322581,2,1
Bergun,Switzerland,2017-10-15,,,,,,1,0.032258064516129,1,1
Bergun,Switzerland,2017-11-10,,,,,,34,1.83333333333333,10,12
Bergun,Switzerland,2017-12-01,,,,,,91,14.741935483871,38,31
Bergun,Switzerland,2018-01-16,,,,,,131,60.0322580645161,100,31
Bergun,Switzerland,2018-02-14,,,,,,26,76.5357142857143,82,28
Bergun,Switzerland,2018-03-09,,,,,,42,59.5483870967742,79,31
Bergun,Switzerland,2018-04-16,,,,,,16,10.8333333333333,55,10
Bergun,Switzerland,2018-05-15,,,,,,0,0.0,0,0
Bergun,Switzerland,2018-10-11,,,,,,55,4.67741935483871,55,4
Bergun,Switzerland,2018-11-01,,,,,,5,1.33333333333333,15,9
Bergun,Switzerland,2018-12-11,,,,,,73,19.6451612903226,47,23
Bergun,Switzerland,2019-01-24,,,,,,142,64.6129032258065,90,31
Bergun,Switzerland,2019-02-22,,,,,,36,75.0357142857143,89,28
Bergun,Switzerland,2019-03-01,,,,,,47,23.3225806451613,57,30
Bergun,Switzerland,2019-04-12,,,,,,30,1.36666666666667,20,5
Bergun,Switzerland,2019-05-13,,,,,,1,0.032258064516129,1,1
Bernina_Diavolezza,Switzerland,2015-01-29,,,,,,136,58.2903225806452,89,31
